KO	SRS011061	SRS011090	SRS011098	SRS011126
K00363	0.000432362004903282	0.006281684920956333	0.28721982666122337	0.03583243834441043
K00364	0.022993072751372256	0.6017233476052105	0.044189748680839566	0.03987881582793911
K00365	6.098391052497371e-05	0.0	0.00010356050329520912	3.0505661549902966e-05
K00366	0.001490023011989409	0.011657905259820986	0.2441416522052602	0.16690197374362234
K00367	0.00021818207618757625	0.000507539036213374	0.0007107062654261635	0.001289297001096206
K00368	0.000677072912303264	0.024918123921076493	0.22351725688418494	0.2983414241977637
K00369	7.66992334850868e-05	0.0009664547023887813	0.017103248280432158	0.0075252806113991905
K00370	0.013045931749144406	0.019846732271574394	0.6167514164978991	0.3753602047847403
K00371	0.013410386852093835	0.023591965513563216	0.6270375955814416	0.3666795314904503
K00372	0.000921246006008964	0.0012867467059369682	0.016209371234592467	0.022617666896462097
K00373	0.003338470234579803	0.011692723318359478	0.36264742807710565	0.16496411207457434
K00374	0.005943148788006699	0.016457043098343237	0.5562670667982011	0.3792936348714817
K00375	0.06333477601715679	0.034905250017065424	0.054406107040003385	0.1220241258594597
K00376	0.005037805417382855	0.01384003198969748	0.10415766752345937	0.23516881073527113
