Taxa	K00001
s__Actinomyces_odontolyticus	0.05618294391096145
s__Campylobacter_concisus	0.026870794662179346
s__Haemophilus_parainfluenzae	0.28643206917448666
s__Prevotella_melaninogenica	0.09566648780516639
s__Rothia_mucilaginosa	0.2342278348581567
s__Streptococcus_mitis	0.5355328203268485
s__Streptococcus_sanguinis	0.04308111892800628
s__Veillonella_atypica	0.02977094841956203
s__Veillonella_dispar	0.049088895588664715
s__Veillonella_unclassified	0.039534595179770246
