Taxa	K00001
s__Actinomyces_odontolyticus	0.06521647007434793
s__Campylobacter_concisus	0.13488524555893092
s__Haemophilus_parainfluenzae	0.5382994875815984
s__Prevotella_melaninogenica	0.20379799138717586
s__Rothia_mucilaginosa	0.38597624715793355
s__Streptococcus_mitis	0.9811455481145345
s__Streptococcus_sanguinis	0.09546353830365768
s__Veillonella_atypica	0.10334448205589235
s__Veillonella_dispar	0.11093237410637258
s__Veillonella_unclassified	0.08827555230081272
