Taxa	K00001
s__Actinomyces_odontolyticus	1.1478198773254777
s__Campylobacter_concisus	1.1106131580702898
s__Haemophilus_parainfluenzae	2.60061626539049
s__Prevotella_melaninogenica	1.9223273969925305
s__Rothia_mucilaginosa	-1.724360968445506
s__Streptococcus_mitis	7.325054324122422
s__Streptococcus_sanguinis	-0.2620331379577502
s__Veillonella_atypica	0.4313459456600427
s__Veillonella_dispar	-0.1938158781918641
s__Veillonella_unclassified	-0.004195020537537032
