Taxa	K00001
s__Actinomyces_odontolyticus	0.6274520382443075
s__Campylobacter_concisus	1.4522849809676797
s__Haemophilus_parainfluenzae	2.7387406518525768
s__Prevotella_melaninogenica	2.750747601094291
s__Rothia_mucilaginosa	-2.313427827601643
s__Streptococcus_mitis	11.715491666416943
s__Streptococcus_sanguinis	-0.5204567794459233
s__Veillonella_atypica	0.4562418360939421
s__Veillonella_dispar	-0.08444887633338816
s__Veillonella_unclassified	0.114955421443817
