Taxa	K00001
s__Actinomyces_odontolyticus	0.6103532531204596
s__Campylobacter_concisus	1.4463926818027648
s__Haemophilus_parainfluenzae	2.733804461608761
s__Prevotella_melaninogenica	2.781609907663734
s__Rothia_mucilaginosa	-2.3791547571544323
s__Streptococcus_mitis	11.617835145917672
s__Streptococcus_sanguinis	-0.5047365699757536
s__Veillonella_atypica	0.43358427817300405
s__Veillonella_dispar	-0.10561668314470607
s__Veillonella_unclassified	0.11451071962004977
