Taxa	K00001
s__Actinomyces_odontolyticus	1.1600047072966988
s__Campylobacter_concisus	1.1070110732977756
s__Haemophilus_parainfluenzae	2.5662259910191603
s__Prevotella_melaninogenica	1.9370470273592244
s__Rothia_mucilaginosa	-1.7135843609162147
s__Streptococcus_mitis	7.126791427692884
s__Streptococcus_sanguinis	-0.2774939380307225
s__Veillonella_atypica	0.43402897999677137
s__Veillonella_dispar	-0.20545224258043854
s__Veillonella_unclassified	0.000741169706278777
