Taxa	K00001
s__Actinomyces_odontolyticus	0.011272662509296318
s__Campylobacter_concisus	0.026727389415507768
s__Haemophilus_parainfluenzae	0.10462245511885705
s__Prevotella_melaninogenica	0.05314418546632722
s__Rothia_mucilaginosa	0.07231963171642025
s__Streptococcus_mitis	0.5336371732487072
s__Streptococcus_sanguinis	0.08126378264596375
s__Veillonella_atypica	0.05317454585463113
s__Veillonella_dispar	0.02496153938624603
s__Veillonella_unclassified	0.05818644628040117
