KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K00001	-0.7461037298818234	0.739370169173309	4.1749399312295925e-38	0.765998743297379	2.310132796969823e-42	0.32754912642848644	0.19142984012191394
