Taxa	K00001
s__Actinomyces_odontolyticus	0.05981255648021556
s__Campylobacter_concisus	0.14494123911022067
s__Haemophilus_parainfluenzae	0.5653602963260003
s__Prevotella_melaninogenica	0.21494042765215643
s__Rothia_mucilaginosa	0.3756718110762707
s__Streptococcus_mitis	0.9635639841375959
s__Streptococcus_sanguinis	0.09822722173235483
s__Veillonella_atypica	0.10290452090127211
s__Veillonella_dispar	0.10709838140507931
s__Veillonella_unclassified	0.10676464696662274
