Taxa	K00001
s__Actinomyces_odontolyticus	0.037199540142033666
s__Campylobacter_concisus	0.08089303417475191
s__Haemophilus_parainfluenzae	0.33801390416231475
s__Prevotella_melaninogenica	0.14025403965212246
s__Rothia_mucilaginosa	0.17370912078243275
s__Streptococcus_mitis	0.8691872442058193
s__Streptococcus_sanguinis	0.2410756805887803
s__Veillonella_atypica	0.10273519540555873
s__Veillonella_dispar	0.071220670068521
s__Veillonella_unclassified	0.08683404944570114
