Taxa	K00001
s__Actinomyces_odontolyticus	0.005283786308208603
s__Campylobacter_concisus	0.03307880836881002
s__Haemophilus_parainfluenzae	0.15341656495518552
s__Prevotella_melaninogenica	0.050737760613336395
s__Rothia_mucilaginosa	0.041255947937363806
s__Streptococcus_mitis	0.43957919533084255
s__Streptococcus_sanguinis	0.05847583048052539
s__Veillonella_atypica	0.024713643418040058
s__Veillonella_dispar	0.03600902977232156
s__Veillonella_unclassified	0.04279721057407755
