KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K00001	0.6889294810572076	0.8300459189356245	2.0369936369396658e-55	0.8550818222684725	4.142820804420943e-62	0.11635132941297402	0.11001978663655498
